id,Supervisor,Type,Theme,Keywords,Title,"Last edited/added",Description
4829,"van Batenburg-Sherwood, Joseph","Lab based","Biomechanics and mechanobiology","body region / organ - biofluids,body region / organ - eye,system - cardiovascular,Techniques / technologies - Experiment - cell / tissue culture,Techniques / technologies - Imaging - microscopy","Development of a microfluidic blood vessel model for diabetes research","2025-06-05 15:07:54","SUMMARY

This is a microfluidics project about studying blood flow in microvascular disease. You will build and test a microfluidic device and develop interdisciplinary skills in microfabrication, cell work and microscopy.

BACKGROUND

Blood flows through a branching network, reaching microvessels smaller than a hair in order to deliver oxygen to all cells in the body. In diseases such as diabetes and malaria, the microvessels do not get enough blood or leak, with consequences such as blindness, liver disease and even death. 

Proper function of microvessels is dependent on the blood flowing in them, which is made up of approximately equal portions of plasma and red blood cells (RBCs). These specialist cells have fascinating behaviours: they are highly deformable which makes them move away from vessel/channel walls, and they aggregate (stick together) in regions of low shear stress. 

Previous work in the vBS lab has shown that these behaviours change how blood flows, and in turn affects microvessel function. To study how this process might be affected by diabetes,, we need a model of a blood vessel that replicates its structure, function, and interaction with red blood cells.

PROJECT DETAILS

This project will build upon existing work and involve creating a microfluidic chip that models a small blood vessel within a hydrogel and that can be perfused with healthy and diabetic-like red blood cells. You will learn how to run biological assays to examine the effect of blood flow on vascular cells. You will build skills in microfabrication, cell culture, and fluid mechanics, and have the chance to contribute to our research.

Please get in touch if you have any questions. 

Visit vbslab.uk for more details on the research team

"
4830,"van Batenburg-Sherwood, Joseph","Lab based","Biomechanics and mechanobiology","Techniques / technologies - Experiment - cell / tissue culture,Techniques / technologies - Experiment - microfluidics","A microfluidic device to find patient-specific optimal treatment for diabetic macular edema","2025-06-05 15:11:56","SUMMARY

This is a hands-on experimental project about a device to measure hydraulic conductivity of monolayers of cells. Based on an existing design concept, you will build the control, optimise the design and test the system, and learn skills such as microfabrication, flow control and image processing. 

BACKGROUND AND AIMS

Diabetic macular edema is a buildup of fluid in the macula, the region of the retina where the most sensitive parts of vision are located. The fluid leaks from blood vessels due to dysfunction of the blood-retinal barrier, which normally inhibits fluid transport out of the blood vessels. 
The main treatment for this is regular injections of anti-VEGF, which helps to improve the function of the barrier. The process of having injections in the eye is extremely unpleasant for the patient and burdensome for the healthcare system. Further, a proportion of patients do not respond, or respond poorly to this treatment, requiring more frequent injections. 
Alternative treatments and/or combinations of them are being developed and can work for some patients, but require a trial-and-error approach to identify what will work best for an individual. 

It has been demonstrated that induced pluripotent stem cells (iPSCs) can be differentiated into endothelial cells, and used to predict ‘responders’ vs ‘non-responders’. However, their study only measured electrical impedance of the cell layer, a very indirect measurement of hydraulic conductivity.

Inspired by this, we aim to build a screening platform to we can measure hydraulic conductivity of endothelial cell monolayers in a parallelised microfluidic device. We have a well-developed design concept for a previous project (with a different application), but the system needs to be programmed, optimised and tested. 

Our clinical collaborators and King’s College and Central Middlesex Hospital will advise to help the project proceed with the translational application in mind.   


WHAT YOU WILL LEARN

The development phase of the project will use hardware coding, optics, microfluidics, pressure control and image processing. Then we will incorporate cells into the device and test with substances known to change barrier function. 

Please get in touch if you have any questions

Visit vbslab.uk for more details on the research team
"
4831,"van Batenburg-Sherwood, Joseph","Lab based","Biomechanics and mechanobiology","Techniques / technologies - Imaging - microscopy","A microfluidic model of a capillary network to study diabetic blood flow","2025-06-05 15:12:10","SUMMARY
This is a design project that involves fabricating a capillary network model and then perfusing it with blood samples. You will learn skills such as microfabrication, flow control, image analysis and blood processing. 
BACKGROUND
Blood flows through a branching network, reaching microvessels smaller than a hair in order to deliver oxygen to all cells in the body. In diseases such as diabetes and malaria, the microvessels do not get enough blood or leak, with consequences such as blindness, liver disease and even death. 
Proper function of microvessels is dependent on the blood flowing in them, which is made up of approximately equal portions of plasma and red blood cells (RBCs). These specialist cells are highly deformable, which is critical for them to fit through capillaries with diameters that are smaller than the RBCs.  In diabetes, RBCs become less deformable, which changes the flow, but it remains unclear exactly how.   
To investigate this, we need a model of a capillary network that mimics in vivo topology. We can perfuse these with RBCs from healthy volunteers, and RBCs that have been chemically modified to mimic the changes that occur in diabetes. We are specifically interested in whether there are blocking events, changes in how fast the RBCs flow in each vessel and whether parts of the network receive fewer RBCs. All of these could have important implications for oxygen delivery.  
PROJECT DETAILS
This project will involve designing, evaluating, and optimising a method to fabricate a microfluidic model as close to reality as possible. Once the model has been developed, a flow control system will be developed and used to perfuse healthy and chemically stiffened cells through it. This will provide important insight into how the loss of deformability affects the flow through the network. 
Please get in touch if you have any questions. 
Visit vbslab.uk for more details on the research team
"
4832,"van Batenburg-Sherwood, Joseph","Lab based","Biomechanics and mechanobiology","body region / organ - biofluids","A Microfluidic device for measuring blood viscosity","2025-06-05 15:11:15","SUMMARY

This is a design project about developing a practical way to measure blood viscosity, which has potential as a biomarker for many conditions. You will design, build and test a device, and learn skills such as microfabrication, flow control, image analysis and processing of blood samples. 

BACKGROUND

Blood flows through a branching network, reaching microvessels smaller than a hair in order to deliver oxygen to all cells in the body. In diseases such as diabetes and malaria, the microvessels do not get enough blood or leak, with consequences such as blindness, liver disease and even death. 

Proper function of microvessels is dependent on the blood flowing in them. Blood is made up of approximately equal portions of plasma and red blood cells. These specialist cells are highly deformable so that they can fit through capillaries and reversibly aggregate in regions of low shear stress. Together these behaviours give blood complex rheological characteristics.
Blood viscosity is dependent on red blood cell concentration and the shear rate, hence to properly characterise a blood sample, we need to measure viscosity as functions of both parameters. 

We have multiple reasons to want to measure blood viscosity
1.	We have a numerical model for microscale blood flow that can predict the flow of an individual blood sample if we have the viscosity of the blood sample
2.	Blood viscosity is not clinically measured, but has promise as a biomarker. An easy-to-use device will  
3.	We modify healthy blood samples to mimic diseased blood and carry out flow experiments. We want to characterise how these modifications have affected the viscosity 
4.	Blood viscosity is not clinically measured, but has promise as a biomarker. An easy-to-use device will make it a more practical proposition for monitoring the blood of patients

Classic rheometers are extremely expensive and time consuming, so are impractical. Most microfluidic devices are too rudimentary to quantify viscosity  as a function of shear rate. No existing devices can automatically separate blood into different concentrations, requiring additional manual processing and increasing measurement time considerably. 
The aim of this project is to design an easy-to-use parallelised microfluidic device that can measure blood viscosity as a function of shear and haematocrit.  

PROJECT DETAILS

This project will involve designing, evaluating and optimising a device to measure blood viscosity, and investigating the sensitivity and repeatability of the measurement compared to a conventional cone-and-plate rheometer. 
Please get in touch if you have any questions. 
Visit vbslab.uk for more details on the research team
"
4833,"Rowlands, Christopher","Lab based","Biomedical sensing diagnostics and imaging","application - computer vision,application - imaging,application - molecular,application - nanotechnology,application - prosthetics and orthotics,application - sensing / monitoring,application - tissue,application - wearables,body region / organ - biofluids,body region / organ - eye,body region / organ - skin,disease - cancer,disease - infection,disease - ocular,medical devices - biosensors,medical devices - chemical sensors,medical devices - diagnostic,medical devices - implants,medical devices - MEMS,medical devices - monitoring,medical devices - wearables,system - ocular,Techniques / technologies - Control - robotics,Techniques / technologies - Design - CAD,Techniques / technologies - Design - electronics,Techniques / technologies - Experiment - chemical,Techniques / technologies - Experiment - optical / photonics,Techniques / technologies - Experiment - other,Techniques / technologies - Imaging - microscopy,Techniques / technologies - Modelling - mathematical","Edible holography","2025-06-09 10:54:02","In the news recently it was announced that a common food dye, tartrazine, could be used to change the refractive index of an object. This is important because being able to structure refractive index on the microscale makes it possible to create true volume holograms, which can be observed in all directions and which are visually indistinguishable from the real object.

The student on this project will be using tartrazine infused into Agar gels to create these volume holograms. By photobleaching the tartrazine in a carefully defined pattern, the refractive index could be changed to whatever the user desires, allowing these holograms to be built up one pixel at a time. And because the gels are made out of agar and tartrazine, they are (technically) edible. More seriously, these holograms can act as sensors, probes, vision correctors and so on.

On the day-to-day basis the student will be creating gels, testing the photobleaching, designing holograms, and ultimately creating arbitrary three-dimensional holographic objects. This will combine optics, programming, web lab work, and analysis, but as all students in the Rowlands Lab are encouraged to make the project their own, the exact balance of these skills is flexible, and all can be taught."
4834,"Newell, Nicolas","Desk based","Biomechanics and mechanobiology","body region / organ - spine,medical devices - implants,system - musculoskeletal,Techniques / technologies - Design - CAD,Techniques / technologies - Modelling - FEA","Applying realistic boundary conditions to finite element models of the vertebra","2025-06-06 12:27:18","In vitro testing and computational models of the vertebra often neglect the effect of the neighbouring intervertebral discs (IVDs). The IVDs have been shown to change how load is transmitted to the vertebral bone and how the vertebra fail, however, modelling the IVD can be challenging. This lab has been able to acquire the internal displacement fields of vertebral bodies in vitro with the IVDs intact. It is unknown whether applying these complex deformations will enhance the accuracy of the model compared to simplified boundary conditions. Improved validation of models using this technique could lead to better computational tools allowing clinicians to predict vertebral fracture. 
The project aims are to:
•	Develop patient-specific finite element models of a vertebral body
•	Develop a method for the application of 3D displacement fields as boundary conditions in the model
•	Compare model outputs with simplified and complex boundary conditions 

Having taken BACSA (Biomedical and computational stress analysis) will be essential, especially if there is no prior exposure to finite-element analysis.

If you are interested in this project, please sign up for one of my online drop-in sessions by emailing me: n.newell09@imperial.ac.uk. I can talk through the project a little more, and you can ask any questions you have.

Thursday 12th June 1500-1530 - Teams Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_NDBkYjExZTktMzRiZS00N2M4LTk1ZWItZWYwZjNkYzJjMjc2%40thread.v2/0?context=%7b%22Tid%22%3a%222b897507-ee8c-4575-830b-4f8267c3d307%22%2c%22Oid%22%3a%2261a14e42-c599-4be4-b582-7fbd586160dc%22%7d

Tuesday 17th June 1100-1130 - Teams Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_MWI4MzVmN2QtNTA1OC00ZWYwLThmMzItZmRlNzQ5M2FjYTBl%40thread.v2/0?context=%7b%22Tid%22%3a%222b897507-ee8c-4575-830b-4f8267c3d307%22%2c%22Oid%22%3a%2261a14e42-c599-4be4-b582-7fbd586160dc%22%7d

Wednesday 25th June 1100-1130 - Teams Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_NGMwMDEyNWUtOWFiZi00YmNhLWE1NjMtZTQ0MTU0NjI3MGU0%40thread.v2/0?context=%7b%22Tid%22%3a%222b897507-ee8c-4575-830b-4f8267c3d307%22%2c%22Oid%22%3a%2261a14e42-c599-4be4-b582-7fbd586160dc%22%7d
"
4835,"Newell, Nicolas","Desk based","Biomechanics and mechanobiology,Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - imaging,body region / organ - spine,medical devices - implants,system - musculoskeletal,Techniques / technologies - Design - CAD,Techniques / technologies - Experiment - software engineering,Techniques / technologies - Modelling - computational","Development of a 3D appearance model of the vertebral endplate","2025-06-05 16:13:54","Subsidence is a common complication occurring after lumbar interbody fusion, where the interbody cage inserted into the intervertebral disc (IVD) space sinks into the adjacent vertebral endplate. Whilst vertebral bone mineral density is a known predictor of subsidence, it is currently unclear as to what extent the distribution of bone quality in the endplate affects subsidence risk. Appearance modelling can be used to describe the material variations within an object, but has not yet been applied to a clinical cohort of patients undergoing interbody fusion. Knowledge of how the variation in bone quality changes in patients who sustain subsidence could inform how the interbody cage is placed during surgery.
The project aims are to:
•	Develop an appearance model of the vertebral endplates using pre-operative clinical scans
•	Characterise the variation of endplate material properties within the cohort
•	Identify how endplate material properties vary between subsidence versus no subsidence patients

If you are interested in this project, please sign up for one of my online drop-in sessions by emailing me: n.newell09@imperial.ac.uk. I can talk through the project a little more, and you can ask any questions you have.

Thursday 12th June 1500-1530 - Teams Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_NDBkYjExZTktMzRiZS00N2M4LTk1ZWItZWYwZjNkYzJjMjc2%40thread.v2/0?context=%7b%22Tid%22%3a%222b897507-ee8c-4575-830b-4f8267c3d307%22%2c%22Oid%22%3a%2261a14e42-c599-4be4-b582-7fbd586160dc%22%7d

Tuesday 17th June 1100-1130 - Teams Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_MWI4MzVmN2QtNTA1OC00ZWYwLThmMzItZmRlNzQ5M2FjYTBl%40thread.v2/0?context=%7b%22Tid%22%3a%222b897507-ee8c-4575-830b-4f8267c3d307%22%2c%22Oid%22%3a%2261a14e42-c599-4be4-b582-7fbd586160dc%22%7d

Wednesday 25th June 1100-1130 - Teams Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_NGMwMDEyNWUtOWFiZi00YmNhLWE1NjMtZTQ0MTU0NjI3MGU0%40thread.v2/0?context=%7b%22Tid%22%3a%222b897507-ee8c-4575-830b-4f8267c3d307%22%2c%22Oid%22%3a%2261a14e42-c599-4be4-b582-7fbd586160dc%22%7d"
4836,"Newell, Nicolas","Desk based","Biomechanics and mechanobiology,Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - imaging,body region / organ - spine,disease - injury,system - musculoskeletal,Techniques / technologies - Experiment - software engineering,Techniques / technologies - Modelling - machine learning","Automatic detection and quantification of lumbar disc herniations using deep learning","2025-06-09 09:28:42","The human spine is composed of a series of vertebrae separated by intervertebral discs, which serve as load distributors and shock absorbers. A common and painful injury to this structure is disc herniation, where the inner nucleus pulposus is forced through a weakened or ruptured annulus fibrosus. This can compress adjacent nerves or the spinal cord, often resulting in pain, motor dysfunction, or sensory deficits. While treatment can involve physical therapy or surgery, the condition is often associated with long-term morbidity, and identifying structural risk factors remains a key challenge in spine health research.

This project focuses on using a dataset of lumbar spine MRI scans from 450 patients — some of whom present with disc herniations — to investigate whether machine learning can be used to extract quantitative anatomical features and then to explore their statistical relationship to herniation risk in the patients.

The project has two main objectives:

1.	Develop a deep learning model using PyTorch to automatically process MRI images of the lumbar spine and extract relevant anatomical measurements. These may include disc dimensions, and disc degeneration grade, and other morphometric features that can be learned directly from the images.

2.	Analyse the extracted data to explore correlations between spinal structure and the presence of disc herniation, using statistical techniques.

Unlike previous studies which rely on manual annotation, this project aims to automate the entire process of measurement and classification, allowing for scalable, objective analysis across large imaging datasets. A clearer understanding of which anatomical features are associated with herniation could inform not just diagnosis, but the design criteria for such interventions.

The model developed in this project will need to be built and trained from scratch, offering hands-on experience in deep learning model design, medical image analysis, and quantitative anatomical assessment. By helping to uncover structural markers of disc vulnerability, the work has potential to support earlier diagnoses, and lead to more personalised treatment decisions. The work may also provide further insight into the biomechanical factors that contribute to disc failure.



If you are interested in this project, please sign up for one of my online drop-in sessions by emailing me: n.newell09@imperial.ac.uk. I can talk through the project a little more, and you can ask any questions you have.

Thursday 12th June 1500-1530 - Teams Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_NDBkYjExZTktMzRiZS00N2M4LTk1ZWItZWYwZjNkYzJjMjc2%40thread.v2/0?context=%7b%22Tid%22%3a%222b897507-ee8c-4575-830b-4f8267c3d307%22%2c%22Oid%22%3a%2261a14e42-c599-4be4-b582-7fbd586160dc%22%7d

Tuesday 17th June 1100-1130 - Teams Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_MWI4MzVmN2QtNTA1OC00ZWYwLThmMzItZmRlNzQ5M2FjYTBl%40thread.v2/0?context=%7b%22Tid%22%3a%222b897507-ee8c-4575-830b-4f8267c3d307%22%2c%22Oid%22%3a%2261a14e42-c599-4be4-b582-7fbd586160dc%22%7d

Wednesday 25th June 1100-1130 - Teams Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_NGMwMDEyNWUtOWFiZi00YmNhLWE1NjMtZTQ0MTU0NjI3MGU0%40thread.v2/0?context=%7b%22Tid%22%3a%222b897507-ee8c-4575-830b-4f8267c3d307%22%2c%22Oid%22%3a%2261a14e42-c599-4be4-b582-7fbd586160dc%22%7d"
4837,"Schultz, Simon","Lab based","Neurotechnology and robotics","body region / organ - brain,medical devices - assistive devices,medical devices - brain machine interface,system - neuro,Techniques / technologies - Control - bionics,Techniques / technologies - Design - electronics,Techniques / technologies - Experiment - optical / photonics","Development of a subvocalisation brain-computer interface","2025-06-05 16:23:22","You are sitting on a train, and want to enter text faster than typing on your phone - but without speaking out loud. Enter the subvocalisation communication interface. The idea is to train a machine learning system to classify speech into text based on sensors that detect movement of the larynx, in real time. Previous attempts to do this involved electrodes placed on the jaw, but proved to be unstable. We have a new idea on how to solve this problem in a robust way by using optical imaging principles. The project will involve a mixture of hardware (particularly basic optics and electronics work) together with programming and software development, as well as user testing. The project is in collaboration with Akhil Kallepalli at the University of Strathclyde (but will take place at Imperial, in the Schultz lab)."
4838,"Rowlands, Christopher","Lab based","Biomedical sensing diagnostics and imaging","application - computer vision,application - imaging,application - sensing / monitoring,application - wearables,disease - injury,medical devices - assistive devices,medical devices - biosensors,medical devices - brain machine interface,medical devices - chemical sensors,medical devices - diagnostic,medical devices - monitoring,medical devices - wearables,system - auditory,system - ocular,Techniques / technologies - Control - robotics,Techniques / technologies - Design - CAD,Techniques / technologies - Design - electronics,Techniques / technologies - Design - mobile app,Techniques / technologies - Experiment - chemical,Techniques / technologies - Experiment - human volunteers,Techniques / technologies - Experiment - optical / photonics,Techniques / technologies - Experiment - other,Techniques / technologies - Experiment - software engineering,Techniques / technologies - Imaging - microscopy,Techniques / technologies - Modelling - computational","Real laboratory automation","2025-06-05 16:23:52","Laboratory automation usually refers to the use of robots to perform experiments and other repetitive tasks without user interaction, but another meaning could be to literally automate a laboratory; to control the lighting, shutters, fans and other noise sources automatically in response to voice commands, interlock conditions, number of users, lab temperature or any other condition. Until recently this will be an extreme expensive endeavour, but the proliferation of the low cost home automation equipment and open source projects such as home assistant mean that this can be explored at comparatively low cost.

The goal of this project is therefore to make work in the laboratory safer, easier, more repeatable, and with better logging of conditions than previously has been possible. This will involve significant amounts of programming, a modest amount of hardware design, and possibly some interior decorations skills. Fortunately all of these can be taught, although the interior decoration may be somewhat subjective. More seriously, many accidents happen because users are not paying attention to changing conditions or different environments in the lab. Computers do not suffer from this lack of awareness, and by logging everything that happens in the lab and making sure that conditions are as safe as possible, experimental outcomes can only benefit."
4839,"Schultz, Simon","Lab based","Neurotechnology and robotics","medical devices - MEMS,system - neuro,Techniques / technologies - Experiment - cell / tissue culture,Techniques / technologies - Imaging - microscopy","An organotypic hippocampal cell culture model for guided neural engineering using swarm microrobotics","2025-06-06 15:48:05","The Schultz and Zhang laboratories are collaborating on developing swarm microrobotic agents that can guide neural stem cell cultures to grow into specific circuit configurations. This technique has great potential for the development of next generation neural organoid and assembloid cell culture systems, both as models of disease and as ""wet computers"" with the potential of high computational density and low metabolic requirements. To develop such a technology, we need a testbed platform, and the aim for this project is to demonstrate proof of principle for using long-term hippocampal slice cultures derived from mouse brain slices to do this."
4840,"Pantazis, Laki","Lab based","Biomedical sensing diagnostics and imaging,Molecular and cellular bioengineering,Regenerative medicine and biomaterials","application - imaging,application - protein engineering,application - regenerative medicine,application - sensing / monitoring,application - synthetic biology,disease - cancer,disease - cancer evolution,Techniques / technologies - Experiment - cell / tissue culture,Techniques / technologies - Imaging -  lineage tracing,Techniques / technologies - Imaging - microscopy,Techniques / technologies - Imaging - optogenetics","The very first oncogenic hit: watching a single-cell mutation hijack a normal intestinal crypt in real time to initiate colorectal cancer","2025-06-05 17:12:00","Colorectal tumours often begin when a single stem cell in the intestinal lining picks up a driver mutation—typically knocking out a gene like Apc, a key gatekeeper in the Wnt signalling pathway. But what happens next has never been directly observed. Does that one cell grow faster than its neighbours? Or does it reprogram the local environment to suppress competition? These are not just questions of cancer biology—they’re questions about how cells compete, cooperate, and take over structured tissues.
This project gives you the opportunity to answer those questions using a cutting-edge genome editing system with unprecedented control. You’ll use mouse intestinal organoids—synthetic, miniaturised tissues grown in 3D culture—as your model of the crypt, the basic unit of intestinal self-renewal. These structures are ideal for studying stem-cell behaviour in a setting that closely mimics the native tissue.
At the core of the platform is a precision-engineered CRISPR system designed for subcellular, real-time control. It remains completely inactive until illuminated by two intersecting laser beams—a method called Primed Conversion, originally developed in the Pantazis lab. Only where the two light paths meet is genome editing activated. That means you can mutate exactly one stem cell inside a live organoid at exactly the moment you choose—before a division, during stress, or mid-way through a regenerative cycle. All other cells remain untouched.
This kind of temporal and spatial precision has never been possible in genome editing before. Existing systems affect whole tissues or entire cell populations, masking the earliest dynamics of cell competition. Here, by targeting a single cell, you can dissect the very first steps of tumour initiation—from the first mutation to potential clonal dominance—in real time, inside a living structure.

Practical student experience
You will:
•	design and build CRISPR constructs using Gibson cloning,
•	optimise DNA delivery into 3D organoids using high-efficiency Neon electroporation,
•	perform single-cell editing using subcellular photo-activation on a Leica Stellaris 8 confocal and a custom-built light-sheet microscope,
•	acquire and analyse long-term 3D movies of clonal dynamics,
•	use Python to extract lineage and competition data from image stacks.
This project gives you hands-on exposure to synthetic tissue models, programmable gene control, advanced microscopy, and quantitative bioanalysis—a complete pipeline from molecular design to live-tissue dynamics.

Outcomes
By the end of the project, you will generate a set of time-lapse movies and analytical data revealing how a single mutation reshapes a healthy tissue niche. Your data will not only inform how cancers initiate but also lay the foundation for future studies into clonal competition, niche engineering, and precision therapeutic design."
4841,"Pantazis, Laki","Lab based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling,Molecular and cellular bioengineering,Regenerative medicine and biomaterials","application - developmental,application - imaging,application - molecular,application - protein engineering,application - regenerative medicine,application - synthetic biology,Techniques / technologies - Imaging -  lineage tracing,Techniques / technologies - Imaging - microscopy","The birth of an organiser: watching a single engineered cell ignite a Wnt gradient to break symmetry","2025-06-05 16:53:23","Embryonic development often begins when a tiny cluster of cells acts as an organiser, secreting morphogens like Wnt3a to polarise an otherwise uniform tissue. But what happens when a single cell takes on this role? Can one cell alone create a true morphogen field and induce organised patterning in its neighbours?
This fundamental question — whether one cell is sufficient to break symmetry — has never been directly answered. Doing so requires precise control over both the birth of the organiser and the ability to track its influence over time.
This project gives you the opportunity to dissect these events using a cutting-edge synthetic biology platform that tightly couples optogenetic control, cell–cell contact logging, and endogenous fate induction. You’ll use mouse embryonic stem cell aggregates—3D synthetic tissues that mimic the early embryo—as your model system for symmetry breaking. These structures are ideal because they retain responsiveness to morphogen gradients but start from a naive, isotropic state.
At the core of the platform is a light-gated genetic switch combined with SynNotch synthetic receptors. A dual beam illumination technique called Primed Conversion triggers one cell to simultaneously begin secreting wild-type Wnt3a and display a membrane-bound GFP ligand. Direct neighbours are permanently logged by SynNotch activation (via mCherry expression), while Wnt target gene expression (T/Brachyury, Axin2) is detected by immunostaining. This separation between physical contact history and Wnt gradient response allows you to map, cell-by-cell, how far secreted Wnt propagates beyond immediate neighbours—and whether true patterning emerges.
This kind of temporal and spatial precision—over both the organiser’s birth and its domain of influence—has never been achieved before. Existing methods activate whole populations or introduce global ligands, masking the early emergence of gradients. Here, by controlling a single cell, you can dissect the very first steps of organiser formation: the birth of asymmetry itself, inside a living structure.

Practical student experience
You will:
•	design and assemble the light-gated organiser constructs using Gibson cloning,
•	generate stable mouse ESC lines using PiggyBac transposition,
•	induce single-cell organiser activation using subcellular photo-activation on a Leica Stellaris 8 confocal or custom-built light-sheet microscope,
•	fix and immunostain aggregates for key readouts (mCherry for contact history, HA for Wnt secretion, T/Brachyury and Axin2 for Wnt response),
•	acquire and analyse 3D confocal image stacks to extract spatial patterns of fate induction,
•	use Python to segment cells, map distance-dependent signalling, and quantify gradient spread.

This project gives you hands-on exposure to synthetic developmental biology, programmable cell signalling, live-tissue optogenetics, advanced microscopy, and spatial data analysis—a complete pipeline from molecular design to real-time morphogen mapping.

Outcomes
By the end of the project, you will generate a dataset revealing, for the first time, whether a single engineered organiser cell can induce a bona fide morphogen gradient capable of breaking symmetry at the tissue scale.
Your data will not only inform how organisers arise and act during early development but also lay the groundwork for future studies in synthetic tissue engineering, minimal systems biology, and regenerative design."
4842,"Pantazis, Laki","Lab based","Biomedical sensing diagnostics and imaging,Molecular and cellular bioengineering,Regenerative medicine and biomaterials","application - imaging,application - molecular,application - nanotechnology,application - protein engineering,application - sensing / monitoring,application - synthetic biology,medical devices - biosensors,medical devices - diagnostic,Techniques / technologies - Design - synthetic biology,Techniques / technologies - Experiment - cell / tissue culture","Beyond fluorescence: watching genetically-encoded bioharmonophores assemble in live mammalian cells","2025-06-05 16:55:23","Fluorescent proteins have shaped modern cell biology, but they come with trade-offs: they bleach, saturate, and blur under high-intensity light. These limitations cap what we can see—especially when tracking fast or subtle dynamics over long periods. What if we could express a label that never fades, never saturates, and produces a clean, quantifiable signal—one that’s visible through even the densest cellular environments?
This project gives you the opportunity to build and validate a new class of genetically encoded imaging probes—bioharmonophores—in live mammalian cells. These are not fluorescent proteins. Instead, they are small peptides that self-assemble into non-centrosymmetric nanocrystals inside protein shells, generating second-harmonic generation (SHG) signal: a narrow, photostable, and unbleachable optical readout.
At the heart of the system is a synthetic expression circuit: peptides with strong SHG potential are targeted to encapsulin nanocompartments, where they remain inert until released by a genetically encoded TEV protease. This two-part design allows for controlled liberation and local concentration of SHG-active sequences, triggering their self-assembly into crystalline structures that produce strong SHG signal when imaged.
This project focuses on the critical proof-of-principle: can we trigger SHG-active peptide self-assembly inside living human or mouse cells? This has never been shown. Success would confirm that bioharmonophores can be expressed, activated, and imaged in standard cell culture, opening the door to genetically programmable, multiplexed SHG imaging in deep tissues. 

Practical student experience
You will:
•	design and model SHG-active peptide candidates for expression in mammalian cells,
•	co-express peptides with encapsulin shells and a TEV-protease under inducible control,
•	validate encapsulation and proteolytic release by western blot, microscopy, and SHG polarimetry,
•	culture human and/or mouse cells to assess intracellular assembly efficiency and compatibility,
•	quantify SHG signal strength across time and conditions using an existing Zeiss two-photon microscope platform
•	analyse optical signatures to correlate peptide identity, structure, and signal intensity.
This project gives you hands-on experience with synthetic gene circuits, nonlinear optics, mammalian cell engineering, signal quantification, and peptide design—a complete pipeline from molecule to imaging outcome.

Outcomes
By the end of the project, you will produce the first demonstration that genetically encoded bioharmonophores can self-assemble and generate SHG signal in live mammalian cells.
"
4843,"Bharath, Anil","Desk based","Computational and theoretical modelling","Techniques / technologies - Modelling - computational,Techniques / technologies - Modelling - machine learning,Techniques / technologies - Modelling - mathematical","New Approaches to Machine Learning","2025-06-05 16:59:50","The current approaches to many forms of AI relies on the existence of labelled data, or simulation environments where reward structures can be easily defined. An alternative approach exists in the area of ""Active Inference"", where the learning algorithm takes the form of seeking to a) reduce uncertainty about predictions of sensory inputs, b) predict the results of actions on sensory inputs and c) some intrinsic reward that is gained in proposing sensory or motor transformations (such as a change of viewpoint) that improve the performance of a) and b). Currently, the key challenge to exploring these ideas lies within implementation. The goal of this project is to explore active inference using language models that have access to variables and sensory input of some form, and harnessing these LLMs either through fine tuning or in-context learning to explore the principles of active inference, and to suggest mechanisms to implement effective learners in different domains requiring active sensing and control."
